,artist_name,duration,key,song_hotttnesss,tempo,time_signature,year
4996,b'Bob Dylan',320.70485,3,,94.161,4,1997
4997,b'Frank Chacksfield & His Orchestra',155.37587,0,,151.195,3,2001
4998,b'Frl.Menke',217.20771,5,,90.954,4,0
4999,b'The Rance Allen Group',337.162,0,0.36560316273784,105.994,4,0
5000,b'Ramy Ayach',239.80363,10,,88.015,4,0
5001,b'Snow Patrol',229.642,7,,74.576,1,2003
5002,b'Theodor Zox',381.23057,2,0.0,83.991,3,0
5003,b'Flowin Immo et Les Freaqz',225.59302,11,0.0,83.321,5,2009
5004,b'Everly Brothers',125.02159,7,0.34580223396532944,82.461,4,0
5005,b'Rise Against',181.57669,3,,209.141,4,2006
5006,b'Refractory',358.89587,5,0.0,123.96,5,0
5007,b'Luis Alberto Spinetta',209.47546,9,,196.52,3,2001
5008,b'Koffi Olomide',293.27628,7,,89.92,7,0
5009,b'Eason Chan',221.80526,11,,101.37,4,0
5010,b'Various Production',191.99955,7,,145.064,4,2008
5011,b'Sex Pistols',189.17832,0,0.3135621142479342,152.899,4,2004
5012,b'Open Hand',486.97424,9,0.5114243256864599,86.308,4,1999
5013,b'Lesley Gore',140.2771,9,,129.161,1,1963
5014,b'Gene Pitney',146.9122,10,0.26586104921065007,79.112,3,0
5015,b'Inspiral Carpets',230.05995,10,0.6455789159669304,150.226,4,1999
5016,b'Ennio Morricone',118.33424,9,,87.153,1,1983
5017,b'Johnny Daye',176.90077,11,0.19797894666073831,118.563,4,0
5018,b'Stephen Warbeck',123.68934,9,,116.259,4,2003
5019,b'An Cafe',310.12526,9,,148.991,4,0
5020,b'The Wreckers',211.59138,4,0.3725300393660796,152.208,1,2007
5021,b'Charlie McCoy',197.79873,8,0.0,113.293,1,1991
5022,b'Gal Costa',171.85914,0,,118.047,1,1980
5023,b'Enuff Z Nuff',182.15138,11,0.37598430150044215,158.795,4,0
5024,b'Gershon Kingsley',180.08771,7,0.41375242159798564,130.831,1,1969
5025,b'Winifred Phillips',141.19138,0,,130.195,4,2009
5026,b'Harry Lauder',177.6322,2,,162.993,1,0
5027,b'Kenny Rogers',167.00036,9,,187.128,4,1993
5028,b'Zombina & The Skeletones',145.3971,0,0.47405483093120077,94.754,4,2006
5029,b'MxPx',183.97995,11,0.6455430232748545,87.779,4,2004
5030,b'Bad Company',229.58975,7,0.641020289645939,102.984,4,1974
5031,"b""Cannon's Jug Stompers""",186.64444,11,,139.606,1,0
5032,b'Tyrone Davis',277.41995,5,0.0,84.955,3,0
5033,b'Zumpano',228.46649,1,0.41693446369707027,159.784,1,1995
5034,b'30 Seconds To Mars',472.39791,3,0.816897459555498,121.518,5,2002
5035,b'Birmingham Jubilee Singers',183.27465,8,,150.405,4,0
5036,b'Ill Harmonics',59.03628,9,,180.415,3,0
5037,b'Thrice',349.80526,5,0.8056913867449513,143.59,4,2008
5038,b'Davol',264.09751,1,0.0,102.015,4,0
5039,b'Who Made Who',265.32526,11,0.5409358772543155,132.974,4,2004
5040,b'Shelby Flint',121.25995,2,,35.691,4,0
5041,b'Aimable',180.45342,0,,106.953,1,0
5042,b'K.I.Z.',231.18322,7,,151.488,7,2005
5043,b'Orquesta Sublime',168.30649,7,,101.345,4,0
5044,b'Pelle Carlberg',247.24853,9,0.5163964070726773,169.994,4,2007
5045,b'Out Of The Grey',225.95873,7,0.4454545254934259,87.76,7,1995
5046,b'Snow Patrol',214.5171,4,0.4825353787970242,114.954,1,2009
5047,b'Dart',340.53179,0,,148.027,4,2002
5048,b'Milieu',371.87873,10,0.40148671142756037,87.003,4,2007
5049,b'DJ Nasty',194.29832,0,,149.984,4,0
5050,b'G\xc3\xbcnter Noris',156.62975,0,0.0,124.394,4,1985
5051,b'Jeff And Sheri Easter',170.4224,5,,180.073,4,0
5052,b'Plies',233.42975,9,,110.933,4,2007
5053,b'React',158.27546,8,,134.648,4,0
5054,b'ZENFU',130.71628,4,,143.126,4,0
5055,b'Los Amigos Invisibles',24.34567,5,,142.453,5,1998
5056,b'Korpiklaani',250.8273,7,0.6378288661822131,99.995,1,2009
5057,b'Brian Dullaghan',190.56281,3,,90.255,4,0
5058,b'Salt The Wound',241.162,2,0.6386581337361044,174.424,7,2009
5059,b'Winston Reedy',268.61669,0,,130.812,4,0
5060,b'Eminem',291.10812,4,,174.731,4,2000
5061,b'Fergie',263.05261,1,0.6708272196006915,129.997,4,0
5062,b'Johnny Cash',120.99873,8,,110.43,4,0
5063,b'Flink',160.91383,6,0.0,147.934,4,0
5064,b'Seal',257.48853,10,0.22154865991439518,117.988,4,0
5065,b'Daniel Paul',323.60444,4,,120.04,4,0
5066,b'Maximilian Hecker',370.02404,5,,243.981,4,2005
5067,b'Albert Collins',356.25751,7,0.42744657148843085,94.557,4,1993
5068,b'Daddy Yankee',235.15383,4,0.48711219486346274,91.026,4,2007
5069,b'Hacken Lee',424.82893,7,,124.984,3,0
5070,b'Jimmy Riley',216.39791,1,0.0,159.943,4,0
5071,b'The Cortinas',219.01016,4,0.2884816426560289,134.985,3,1978
5072,b'Masta Ace Incorporated',295.1571,11,0.5675917250423912,88.12,5,1995
5073,b'Hot Tuna',461.71383,1,,138.512,4,2004
5074,b'Abijah',204.77342,2,,81.025,3,2003
5075,b'The Misfits',85.9424,11,0.652359289191178,212.293,4,1997
5076,b'Dickies',152.94649,2,0.46048484498641545,104.231,1,0
5077,b'Pee Wee Crayton',163.10812,5,0.0,116.461,3,0
5078,b'Tito Allen',322.21995,7,,183.636,4,0
5079,b'Audio Adrenaline',279.97995,9,,108.351,4,1997
5080,b'Jessie Lee Miller',116.92363,0,0.0,188.979,4,2005
5081,b'David & Steve Gordon',532.27057,11,0.0,131.991,4,0
5082,b'Billy May & His Orchestra',312.92036,8,,103.532,1,0
5083,b'Kiss',241.08363,9,0.5384224029706356,99.761,1,0
5084,b'Cool cavemen',234.762,10,,93.715,5,0
5085,b'Philippe Sarde',528.22159,0,,137.658,4,0
5086,b'Back Door Slam',319.84281,3,0.6248335335556564,92.971,4,2007
5087,b'UFO',314.17424,2,,131.5,4,0
5088,b'Sister Rosetta Tharpe & Marie',146.80771,9,,80.893,4,2004
5089,b'Phil Collins',154.93179,5,0.5968407035530287,100.042,4,1981
5090,b'Alain-Fran\xc3\xa7ois',172.01587,4,,107.986,4,0
5091,b'Oasis',324.80608,2,,100.146,4,0
5092,b'John Cale',199.96689,5,,110.1,4,1973
5093,b'Stevie Ray Vaughan And Double Trouble',281.05098,1,,121.616,4,1985
5094,b'David Arkenstone',272.97914,11,0.3277366831778408,108.014,4,2009
5095,b'Jeff Massanari Trio',253.85751,5,0.21508031850922793,183.801,4,0
5096,b'Camp Lo',222.40608,3,0.0,196.45,4,0
5097,b'David Johansen',247.97995,2,0.0,87.373,3,1979
5098,b'Bill Engvall',482.21995,5,0.21508031850922793,112.964,3,1998
5099,b'The Almost',240.79628,4,0.6366359710042119,136.147,4,2009
5100,b'Fran\xc3\xa7oise Hardy - Maurane',194.24608,7,0.5241823720475215,105.156,3,0
5101,b'Kitty Kallen',165.45914,1,,94.064,7,0
5102,b'Peggy Zina',177.44934,8,,107.55,4,0
5103,b'Tshala Muana',390.63465,7,0.3943948561005826,137.349,4,2001
5104,b'The Sensational Alex Harvey Band',316.81261,5,0.5701059300583878,90.689,3,1975
5105,b'Chucho Vald\xc3\xa9s',375.03955,5,,80.789,1,0
5106,b'New Order',288.02567,11,0.6962171403694453,146.29,4,1989
5107,b'Belami',237.19138,11,,140.077,4,0
5108,b'Extreme',355.5522,8,0.6767695092287059,146.022,4,0
5109,b'Bobby Pulido',195.42159,9,0.0,195.109,4,0
5110,b'Kari Tapio',161.20118,5,,115.879,3,0
5111,b'Bruce Rowland',138.762,2,0.19129994162389227,235.318,4,0
5112,b'Redman',209.6322,1,0.5470039143026859,113.312,3,1998
5113,b'Panic At The Disco',253.23057,5,0.43016063701845586,153.069,4,0
5114,b'Pumpkin Buzzard',45.87057,9,,120.398,4,0
5115,b'Christos Dantis',251.08853,4,,131.404,4,0
5116,b'Janina',189.70077,2,0.46048484498641545,141.053,1,0
5117,b'Mat Maneri',192.15628,9,,144.184,5,0
5118,b'William Goldstein',276.50567,3,,89.102,3,0
5119,b'The Marx Brothers',116.37506,0,0.0,60.778,4,0
5120,b'Descendents',89.23383,11,,203.29,4,1982
5121,b'Fast Eddie featuring Kool Rock',271.3073,10,,125.86,4,0
5122,b'Barbarito Diez',157.962,5,,65.914,4,0
5123,b'CoCo Lee',310.54322,4,,100.82,4,0
5124,b'Daniela Dess\xc3\xac',178.75546,10,,179.998,4,0
5125,b'Doniki',256.20853,4,,175.202,1,0
5126,b'Hushabye Baby',223.45098,2,,69.995,4,0
5127,b'Tim Exile',78.21016,10,0.4697124313189556,124.429,3,2006
5128,b'Life Long Tragedy',204.9824,7,0.7123840496888014,86.435,3,2008
5129,b'The Jam',150.59546,1,,159.849,4,1977
5130,b'Murskahumppa',163.47383,9,,136.579,4,0
5131,b'Leon Russell',145.55383,10,0.48456252996792964,120.427,4,0
5132,b'Ill Nino',202.13506,5,0.23365501848515918,109.441,4,0
5133,b'Jimmy Wayne',232.64608,7,,142.409,4,0
5134,b'Ann Lee',380.08118,7,,131.999,4,2000
5135,b'Burt Bacharach',98.32444,3,,66.882,4,0
5136,b'Willie Clayton',260.51873,10,0.26355950970100545,105.863,4,0
5137,b'The Impressions',207.35955,1,,121.896,4,1963
5138,b'Tanto Metro & Devonte',158.1971,7,0.0,104.465,4,2004
5139,b'Dave Hollister',258.16771,11,0.42744657148843085,117.936,4,2008
5140,b'Casa Bulga',401.24036,10,,0.0,3,2003
5141,b'Nestor Torres',191.63383,7,0.2652136277654528,78.843,7,0
5142,b'Debbie Davies',283.79383,0,0.3347065490692206,107.183,1,0
5143,b'Naseebo Lal',376.16281,7,,151.983,4,0
5144,b'Bob Marley & The Wailers',258.29832,8,,152.99,4,2001
5145,b'Alvin Youngblood Hart',208.84853,3,0.3347065490692206,111.523,1,0
5146,b'Domna Kountouri',209.94567,3,0.29932044193349444,99.98,4,0
5147,b'Sonora Carruseles',230.00771,10,0.37598430150044215,108.292,4,1999
5148,b'The Starting Line',264.41098,9,0.6528783924763947,142.069,4,2002
5149,b'L.A.V.I',565.96853,11,,0.0,3,0
5150,b'Gonzalo Rubalcaba',483.39546,9,0.3347065490692206,70.256,3,0
5151,b'Dezz White',44.93016,4,0.0,59.021,4,0
5152,b'Carl Belew',140.38159,2,,117.867,3,1959
5153,b'TEN MADISON',344.68526,5,0.3603705827121406,190.038,4,2006
5154,b'Shakira',231.75791,2,,123.861,4,1998
5155,b'David Taylor',600.11057,11,,144.252,1,0
5156,b'Anne Dudley',280.86812,11,,118.326,4,2006
5157,b'Roger Williams',170.81424,11,,100.366,3,0
5158,b'Grizzly Bear',384.67873,4,0.8825301516325301,169.038,4,2006
5159,b'George Jones',168.33261,5,0.0,131.45,3,0
5160,b'This Moment In Black History',145.8673,9,0.0,156.408,4,0
5161,b'Joselito',159.76444,9,0.228579955507658,96.096,1,0
5162,b'UK Subs',122.40934,10,,199.379,4,1999
5163,b'Seatrain',294.47791,2,0.26187351398897535,107.836,3,1973
5164,b'SOJA',221.09995,7,,102.581,5,0
5165,b'Julie Roberts',287.50322,1,,139.99,1,2004
5166,b'Nirvana',168.51546,7,,130.339,4,0
5167,b'Imiskoubria',208.50893,11,,97.039,3,0
5168,b'Natalie Cole',194.53342,4,0.0,115.45,4,1985
5169,b'Teena Marie',323.18649,1,,97.396,4,1983
5170,b'Wilks',220.36853,1,,174.014,4,0
5171,b'Chaka Demus & Pliers',251.97669,2,0.25849644658727194,95.044,4,0
5172,b'Deodato',371.33016,0,0.37598430150044215,110.909,4,0
5173,b'Christian Quast',485.14567,7,0.0,126.914,4,0
5174,b'Pearl Jam',235.25832,0,,117.946,4,1998
5175,b'Los Aut\xc3\xa9nticos Decadentes',210.02404,1,0.3347065490692206,136.835,1,1991
5176,b'Little Feat',330.73587,4,0.30416950343527516,93.42,1,0
5177,b'Dead Kennedys',216.842,10,0.7883881833222074,92.897,4,1982
5178,b'Brand X',279.35302,9,0.4454545254934259,99.024,4,0
5179,b'Julie Zenatti',252.99546,1,0.47563846801023907,80.084,4,2004
5180,b'Mistress',580.70159,0,0.40148671142756037,146.331,4,2005
5181,b'Inoki',259.3171,1,,87.999,4,0
5182,b'Orlando Pops Orchestra',199.99302,10,,120.382,4,0
5183,b'Atreyu',218.90567,0,0.6810920295819312,157.715,4,2004
5184,b'The Baltimore Consort',78.0273,3,,54.874,4,0
5185,b'Brigada Victor Jara',312.99873,4,,86.981,5,1998
5186,b'I Hate Sally',163.63057,7,,77.15,3,2007
5187,b'Amorphis',255.03302,9,0.3277366831778408,175.673,4,0
5188,b'Rapha\xc3\xabl',148.74077,0,0.5479529419800353,124.059,4,2008
5189,b'M\xc3\xa5negarm',92.76036,4,0.5943593657626797,163.086,4,2007
5190,b'Liquid Gang',226.0371,1,0.2623089972119452,143.963,4,0
5191,b'Ernest Ranglin / Floyd Lloyd',271.77751,3,0.0,127.07,1,0
5192,b'Crematorium',210.1024,8,,122.186,4,0
5193,b'Britney Spears',465.47546,1,,131.999,5,2009
5194,b'Danny Elfman',140.87791,5,0.38393468427870303,86.901,5,2002
5195,b'Franco',251.61098,1,,89.984,3,0
5196,b'Ziggy Marley And The Melody Makers',246.54322,7,0.0,110.873,4,0
5197,b'Junior Kimbrough',190.06649,7,0.6183523886236763,129.584,4,1997
5198,b'Tim Wilson',100.67546,5,0.0,88.576,5,1999
5199,b'BoDeans',186.20036,7,0.2998774882739778,156.285,1,1986
5200,b'Otis Spann',180.40118,0,0.42744657148843085,63.255,4,1995
5201,b'Capleton',216.81587,1,0.0,137.425,3,0
5202,b'Radiohead',237.21751,1,0.476435219642529,188.91,5,2007
5203,b'Van Halen',324.23138,4,0.6853511176163042,87.899,1,1998
5204,b'Danny Wilson',126.53669,5,0.21204540548371908,92.591,4,0
5205,b'Kisha',203.04934,0,,152.792,4,0
5206,b'DJ Vix',98.76853,11,0.2707759989463275,195.755,4,0
5207,b'Bon Jovi',311.27465,1,,139.95,4,1986
5208,b'Al Dexter',150.9873,9,,102.707,4,0
5209,b'Kashief Lindo',238.15791,9,0.0,86.481,4,0
5210,b'Bongzilla',286.58893,9,0.5367888864406624,97.265,3,2005
5211,b'John Tchicai',182.36036,3,0.0,154.731,5,0
5212,b'John Holt',228.30975,0,0.3231121208952123,131.297,4,0
5213,b'The Chap',207.28118,6,0.4072330149011048,123.007,4,2003
5214,b'Dave Brockie Experience',135.8624,1,0.3552855364230894,99.959,5,2001
5215,b'R. Carlos Nakai',146.33751,1,0.21508031850922793,104.989,1,1982
5216,b'Spoonie Gee',393.63873,1,0.5435242770791181,135.503,5,0
5217,b'Shadows Fall',283.48036,0,0.6878737149731753,84.992,4,2004
5218,b'Vanessa Daou',229.66812,2,0.26695518627553855,79.96,3,0
5219,b'Linkin Park',208.95302,4,0.8722290226088538,105.095,4,2000
5220,b'Koffi Olomid\xc3\xa9',625.78893,0,,89.572,5,0
5221,b'Harry Lauder',224.62649,8,,101.029,1,0
5222,b'Aceyalone',170.1873,1,0.21508031850922793,129.956,5,2007
5223,b'Thrice',313.7824,2,,137.913,5,2005
5224,b'Herbert von Karajan and Turin RAI Symphony Orchestra',770.35057,0,,92.731,1,0
5225,b'Joi',425.16853,11,0.49985969060686597,120.006,4,0
5226,b'Lonnie Johnson',199.44444,3,,90.814,4,0
5227,b'The Dils',141.84444,10,0.30416950343527516,163.024,4,0
5228,b'Flora Purim',208.03873,7,0.26586104921065007,173.649,4,1994
5229,b'The Knightsbridge Strings',132.44036,9,,75.064,4,0
5230,b'Kenny Neal',180.61016,4,,107.008,4,0
5231,b'Alvin Youngblood Hart',231.10485,2,0.5033812362063191,112.717,1,0
5232,b'Los Solitarios',179.56526,4,0.0,129.493,1,0
5233,b'Tech N9ne',274.85995,1,0.706000516796879,177.942,4,2006
5234,b'The Rodeo',176.97914,11,,130.203,1,0
5235,b'Mustafa Sandal / G\xc3\xbclcan',239.12444,0,0.4454545254934259,50.499,1,0
5236,b'Kristine W.',235.12771,10,0.24695084093549896,129.976,4,2004
5237,b'Cracker',196.5971,9,0.42744657148843085,107.848,4,1998
5238,b'Al Di Meola',257.30567,0,0.3603705827121406,110.096,4,1983
5239,b'SNAP!',293.92934,1,0.0,131.977,4,1996
5240,b'Juelz Santana / Freekey Zeekey / Monique Garnett',79.64689,0,0.38293509007501925,196.482,3,2003
5241,b'Chris Clark',226.11546,11,0.6016447098293969,102.093,3,0
5242,b'Los Chunguitos',172.72118,1,,128.176,3,0
5243,b'Mance Lipscomb',181.39383,1,,161.7,1,1993
5244,b'Le\xc3\xb3n Gieco',302.2624,7,0.21204540548371908,163.773,4,2002
5245,b'Java',304.16934,1,,183.881,3,0
5246,b'Harald Kloser / Thomas Wander / Thomas Schobel',163.21261,1,0.46054128135865785,119.787,4,0
5247,b'The Elders',274.46812,0,,151.726,4,0
5248,b'Singing Melody',235.7024,3,0.0,162.389,4,0
5249,b'Bela Fleck And The Flecktones',309.91628,4,,95.523,3,0
5250,b'Los Chichos',212.53179,4,0.26695518627553855,100.232,4,1987
5251,b'ARRESTED DEVELOPMENT',218.06975,1,0.6090439426773437,177.886,4,2006
5252,"b""Jane's Addiction""",355.63057,5,,92.729,4,1990
5253,b'\xc3\x89tienne Daho',288.49587,7,,132.794,4,0
5254,b'Markscheider Kunst',222.64118,5,0.23962909777363708,140.033,4,0
5255,b'In Extremo',260.5971,0,,146.103,4,2008
5256,b'Bitty McLean',246.46485,9,,181.187,4,0
5257,b'Tom Cochrane',204.14649,7,0.0,80.63,4,0
5258,b'DJ Omega',203.31057,7,,155.023,4,0
5259,b'Steel Pulse',262.47791,1,0.319565986882865,156.084,4,1997
5260,b'Edouard Duleu',130.06322,7,,230.187,1,0
5261,b'The Moody Blues',291.29098,9,,115.514,4,1968
5262,b'Jope Ruonansuu',211.25179,2,,111.004,3,2009
5263,b'Virgil Moorefield',236.2771,11,,123.004,4,1994
5264,b'Trafik',265.53424,5,,127.984,4,0
5265,b'Nicole C. Mullen',268.43383,2,0.0,124.228,4,0
5266,b'Orquestra',87.58812,5,0.4568588670423051,104.752,4,1967
5267,b'Fiona',228.10077,8,0.23667325235700173,66.201,3,0
5268,b'Hatiras',298.1873,11,,131.999,4,2002
5269,b'Eddie Palmieri',266.50077,10,,153.309,1,1973
5270,b'HA-ASH',253.90975,9,0.5763999812554107,136.945,4,2005
5271,b'William Orbit',199.8624,5,0.5040343408054411,131.281,4,2000
5272,b'Felix Slatkin/Concert Arts Symphonic Band',151.17016,5,,124.056,4,0
5273,b'Jongo Trio',157.72689,2,,144.581,4,0
5274,b'Chris Brown',389.25016,11,,85.322,1,0
5275,b'George Nooks',221.90975,7,,152.172,4,0
5276,b'Energy',310.9873,2,,87.512,4,0
5277,b'Maurane',172.17261,2,0.0,130.993,5,1995
5278,b'Zagar feat. Underground Divas',311.90159,7,,130.002,4,0
5279,b'The Vaughan Brothers',222.64118,8,0.6542762633605924,141.602,4,1990
5280,b'Mariano Yanani',239.22893,11,,85.024,3,2005
5281,b'Thrice',169.63873,8,0.7353464564863851,114.179,1,2002
5282,b'Nikki Fletcher / Tim Hughes / Various Artists',219.16689,10,0.26586104921065007,163.987,4,0
5283,b'Bob Dylan',257.61914,4,0.7025515850048525,136.842,1,1975
5284,b'Black Tambourine',236.35546,10,0.5932516515310825,131.388,4,2010
5285,b'Small Faces',121.73016,9,0.5892077255762758,116.664,4,1966
5286,b'Esa Pakarinen',152.58077,0,,156.32,1,1990
5287,b'Ann Hampton Callaway',212.84526,7,0.0,98.501,7,0
5288,b'Busta Rhymes',209.60608,7,0.4471357962861778,90.032,4,2000
5289,b'Black Sheep',248.37179,1,,89.145,4,0
5290,b'Dj Kun',219.74159,0,0.2707759989463275,199.955,4,0
5291,b'Sammi Cheng',126.82404,4,,104.25,4,0
5292,b'FSTZ',280.58077,8,,140.007,4,0
5293,b'Patrick Samson',101.85098,5,,116.243,3,0
5294,b'M83',1071.882,4,0.6994267281883303,90.264,4,2001
5295,b'Ken Chu',281.93914,10,,140.082,4,0
5296,b'Kooii',391.00036,7,0.319565986882865,112.93,4,2005
5297,b'Rene Touzet',198.922,1,0.0,111.493,4,0
5298,b'Junior Kimbrough',384.57424,8,,83.706,4,1998
5299,b'Alicia Keys',231.18322,7,,118.273,4,2003
5300,b'Amorphis',285.46567,2,0.7158947963587176,108.039,4,2001
5301,b'Mich\xc3\xa8le Arnaud',122.27873,0,,95.264,3,1996
5302,b'Lost Boyz',250.27873,1,0.4051157216913865,98.431,4,1997
5303,b'Epitaph',488.17587,4,0.26695518627553855,141.192,4,0
5304,b'Shanadoo',200.88118,0,0.49131114395820885,137.923,4,2006
5305,b'Moss',484.62322,7,0.0,115.091,5,0
5306,b'Pietari Inkinen',344.73751,2,0.0,61.78,4,0
5307,b'Irma Thomas',205.29587,10,0.3347065490692206,112.109,3,2001
5308,b'Mich\xc3\xa8le Bernard',253.64853,10,,85.435,4,2002
5309,b'Arkona',266.65751,5,0.26695518627553855,160.059,4,0
5310,b'Jimi Hendrix',449.74975,8,0.6939616172476072,146.77,1,1989
5311,b'Aftermath',376.89424,4,,87.006,4,0
5312,b'Willy DeVille',227.81342,0,0.3552855364230894,141.999,4,1996
5313,b'Anti-Flag',171.59791,10,0.6038604709100711,152.273,4,2009
5314,b'Polkaholix',196.93669,2,,118.892,4,2007
5315,b'David Tao',261.74649,11,,158.029,4,0
5316,b'Scott Wesley Brown',178.88608,2,0.0,170.064,3,0
5317,b'Paramore',243.51302,9,0.8484638848807815,167.971,4,0
5318,b'Isabel Pantoja',263.33995,9,,98.739,1,0
5319,b'Generation X',299.80689,9,0.2624798416179629,131.635,4,0
5320,b'Billy Bragg',173.50485,7,0.3725300393660796,83.481,4,2006
5321,b'Ivan Parker',176.09098,0,0.0,69.994,3,0
5322,b'DJ Harry',299.98975,1,0.0,122.829,4,2004
5323,b'Chris Brown',197.09342,11,0.5877482650872331,89.966,4,0
5324,b'Nestor Torres',286.53669,9,,150.028,4,0
5325,b'Loudon Wainwright III',152.13669,0,0.387026531891994,151.294,1,2009
5326,b'Michael Card',234.78812,2,0.4454545254934259,99.644,4,1985
5327,b'20/20',206.81098,6,0.0,134.173,4,0
5328,b'Carl Davis',129.59302,4,,56.083,1,0
5329,b'Sizzla',168.56771,1,0.338886720010706,189.263,4,2006
5330,b'Francis Lai',243.43465,7,,97.849,3,1996
5331,b'Willie Clayton',249.23383,1,0.28120976448894247,90.963,4,0
5332,b'Death From Above 1979',344.842,11,0.4541929882180224,91.879,4,2004
5333,b'Tunsi',71.31383,0,,86.064,4,0
5334,b'Roger Williams',177.24036,9,,110.232,3,0
5335,b'Ian Moore',151.09179,7,0.4051157216913865,95.072,4,0
5336,b'Sasha',214.83057,2,,94.08,3,0
5337,b'Rita Chiarelli',261.04118,7,0.0,90.637,1,2006
5338,b'The Clark Sisters',416.70485,3,0.2766606569696319,144.215,3,0
5339,b'089 Clique feat. Prophet',174.602,10,0.0,105.13,4,0
5340,b'Madilu System',421.48526,2,,140.08,4,0
5341,b'Helmet',212.16608,9,0.7335410557040547,141.165,3,1994
5342,b'Chris Eaton',289.07057,7,0.26586104921065007,100.771,4,1995
5343,b'Chris Rodriguez',263.18322,7,,135.984,5,0
5344,b'James Darren',153.25995,6,,129.275,1,0
5345,b'Olga Ta\xc3\xb1on',254.1971,10,0.0,120.01,4,2002
5346,b'The Robert Cray Band',278.54322,9,,75.887,3,1983
5347,b'El Tiempo',200.04526,9,,191.964,4,0
5348,b'Pee Wee Crayton',168.25424,8,,157.204,4,0
5349,b'Palito Ortega',156.96934,0,0.6064913528454428,152.249,4,2004
5350,b'Soul Embraced',165.8771,11,0.0,166.281,1,0
5351,b'Sportsguitar',231.00036,4,0.21508031850922793,142.192,4,1998
5352,b'True Believers',203.12771,1,0.0,125.177,3,0
5353,b'Killers',218.8273,6,0.42512465831305757,128.951,4,0
5354,b'The Strokes',177.18812,7,0.7457433881179623,93.315,5,2003
5355,b'Alicia Keys',240.22159,7,0.9092773471291868,119.959,4,2009
5356,b'3OH!3',211.66975,11,,145.88,4,2008
5357,b'Charlie Louvin',142.99383,7,,108.873,4,0
5358,b'Dave Hollister',271.62077,4,0.7905668023581631,91.003,4,2001
5359,b'Virtue',223.05914,0,0.0,165.152,4,0
5360,b'Two Man Advantage',30.01424,2,,85.804,5,0
5361,b'Basement Jaxx',240.01261,11,0.3603705827121406,126.8,3,1999
5362,b'Alejandro Lerner',247.97995,8,0.0,89.923,4,0
5363,b'Franco',220.47302,4,0.0,126.037,4,0
5364,b'Boyz II Men',151.58812,2,0.5835661256558552,94.921,7,2009
5365,b'Lady Saw',207.12444,7,0.21508031850922793,86.535,4,0
5366,b'Coco Montoya',233.482,2,,155.577,4,1995
5367,b'UFO',695.03955,0,,142.981,4,0
5368,b'Los Del Sol',232.202,10,,116.878,4,0
5369,b'Liquid Stranger',249.49506,9,0.4348380902608562,136.936,4,2007
5370,b'MIMS',258.92526,10,0.0,159.989,4,0
5371,b'Kristine W.',533.89016,0,0.0,132.049,4,0
5372,b'Vin\xc3\xadcius de Moraes',243.53914,11,,62.776,5,1965
5373,b'Kim Wilson',555.54567,3,0.3775316449767025,163.085,4,2001
5374,b'Jamie Richards',269.84444,10,0.4072330149011048,115.079,4,0
5375,b'Trick Trick / Eminem',263.00036,10,0.0,91.101,4,2005
5376,b'Dark Fortress',320.44363,7,0.6683386648603276,152.6,5,2006
5377,b'Eldar',379.19302,2,0.37598430150044215,75.115,5,0
5378,b'Silkie Ft. Harry Craze',365.76608,1,0.536032111708468,140.02,4,2009
5379,b'The Ataris',212.89751,4,0.5486780555679608,151.949,4,2006
5380,b'Lou Busch',147.30404,0,0.4081108835105221,138.079,4,0
5381,b'Stefon Harris',326.60853,2,,131.936,4,1999
5382,b'Pablo Montero',187.14077,7,,96.107,4,0
5383,b'Yami Bolo',214.30812,1,0.0,139.037,4,2001
5384,b'Ray Barretto',335.22893,8,0.5282626474257819,138.367,1,1992
5385,b'Michael Card',181.91628,6,0.0,115.407,3,0
5386,b'Roger Williams',175.98649,0,0.0,103.465,3,0
5387,b'Broadcast',179.30404,2,0.0,138.986,4,0
5388,b'Sundial Aeon',459.93751,5,0.5297306072289015,90.009,4,2007
5389,b'Noisettes',205.06077,2,,119.501,4,2006
5390,b'The American Boychoir',329.03791,8,,72.788,4,0
5391,b'David Bowie',305.05751,1,0.2625093513331886,221.658,4,1977
5392,b'Frank Chacksfield',140.43383,5,0.37598430150044215,69.782,1,0
5393,b'Anne Dudley',184.39791,5,0.0,137.699,5,2000
5394,b'Gustavo Cerati',251.66322,9,0.6049633995508662,125.987,4,2006
5395,b'Roger Clyne & The Peacemakers',170.81424,11,0.2782705579655532,149.01,4,2002
5396,b'Zuma',231.00036,11,,119.95,4,0
5397,b'2 Minutos',83.12118,0,,168.231,4,2006
5398,b'Max Stalling',37.77261,2,0.0,107.597,1,0
5399,b'Orbital',521.56036,7,0.7542740111484415,101.99,4,1999
5400,b'Robin Beanland',140.7473,10,0.0,120.02,1,0
5401,b'Sam Baker',141.84444,8,0.0,145.525,3,0
5402,b'John Hammond',201.92608,9,0.0,92.122,1,0
5403,b'Jeremy Fisher',257.64526,0,,111.915,3,0
5404,b'Ginny Owens',256.39138,0,0.21508031850922793,120.168,4,2006
5405,b'Sin Plomo',496.63955,6,,126.007,4,0
5406,b'Fruko Y Sus Tesos',223.60771,0,,103.198,4,1995
5407,b'Play',289.2273,7,0.26586104921065007,138.443,4,0
5408,b'Roger Reynolds',158.1971,1,,43.685,4,0
5409,b'T-Bone',223.89506,2,0.21508031850922793,98.01,4,0
